LI,EF,DF,HL,rollout_method,hertg_method,done,percent_done,cumulative_reward,num_actions,computation_time,computation_per_action
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,344.19376660399985,1.7209688330199993
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,342.6490273500003,1.7132451367500017
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,336.8041312319997,1.6840206561599984
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,335.2037345640001,1.6760186728200006
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,341.6640776039999,1.7083203880199995
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,347.7869123180003,1.7389345615900016
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,339.964178362,1.69982089181
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,336.85255810399985,1.6842627905199992
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,347.2600783849998,1.736300391924999
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,348.22713301800013,1.7411356650900007
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,340.3181262150001,1.7015906310750006
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,342.70073322400003,1.7135036661200003
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,347.4190201070005,1.7370951005350026
100,0.1,1.0,6,random_same,static,True,100.0,6.81988399227965,113,209.1707166369997,1.8510682888230063
100,0.1,1.0,6,random_same,static,True,100.0,6.81988399227965,113,211.35175089299992,1.8703694769292027
100,0.1,1.0,6,random_same,static,True,100.0,6.881149968409078,196,415.49860112800025,2.1198908220816337
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,356.2652596939997,1.7813262984699987
100,0.1,1.0,6,random_same,static,True,100.0,6.81988399227965,113,211.38861675299995,1.8706957234778756
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,351.2084465630005,1.7560422328150025
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,357.72790759899954,1.7886395379949978
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,132.3990058219997,2.170475505278684
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,374.81858219299966,1.8740929109649982
100,0.1,1.0,6,random_same,static,False,83.33333333333334,5.745958581931029,200,373.397058602,1.8669852930100002
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,134.70406527700015,2.208263365196724
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,140.41399121300037,2.301868708409842
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,134.8897066190002,2.211306665885249
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,145.64576543199928,2.387635498885234
100,0.1,1.0,6,random_same,static,True,100.0,6.81988399227965,113,230.13421089300027,2.036585937106197
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,131.46380463399964,2.1551443382622892
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,135.7840796370001,2.225968518639346
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,146.0443033779993,2.3941689078360544
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,146.5648030860002,2.4027016899344296
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,150.48197017799976,2.4669175439016353
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,133.02658360500027,2.1807636656557423
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,145.3293997239998,2.3824491758032758
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,140.2841029000001,2.2997393918032802
100,0.1,1.0,6,random_same,static,True,100.0,6.940115805791848,61,142.99562068199975,2.3441905029836025
